,Player,Player ID,Team ID,Team Abbrev,GP,MIN,Height (in),Weight (lbs),Player Postion,Advanced ASTpercent,Advanced OREBpercent,Advanced DREBpercent,Advanced REBpercent,Advanced TSpercent,Advanced USGpercent,Advanced PACE,Advanced PIE,Scoring percentPTS2PT_MR,Scoring percentPTS3PT,Scoring percentPTSFBPs,Scoring percentPTSFT,Scoring percentPTSOffTO,Scoring percentPTSPITP,Scoring 2FGMpercentAST,Scoring 3FGMpercentAST,Scoring FGMpercentAST,Scoring DriveFGPCT,Scoring CatchShootFGPCT,Scoring PullUpFGPCT,Scoring ITPFGPCT,Scoring PostFGPCT,Scoring ElbowFGPCT,Scoring RA FGPCT,Scoring ITP(NonRA) FGPCT,Scoring MR FGPCT,Scoring LC3 FGPCT,Scoring RC3 FGPCT,Scoring ATB3 FGPCT,Scoring Backcourt3 FGPCT,Scoring Corner FGPCT,spotupoffense Poss,spotupoffense PPP,touches Time_OfPoss,touches Avg_Sec_PerTouch,touches Avg_Drib_PerTouch,PickNRollHandler Poss,PickNRollHandler PPP,PickNRollHandler FG PCT,PickNRollHandler FT Poss,PickNRollHandler TOV Poss,PickNRollHandler SFF Poss,ISO Percentile,ISO Poss,ISO PPP,ISO FG PCT,Passing ASTPTS Created,Passing percent ASTtoPassADJ,TransitionOffensive Poss,TransitionOffensive PPP,PickNRollMan Percentile,PickNRollMan Poss,PickNRollMan PPP,postupdefense Poss,postupdefense PPP,Postupoffense Poss,Postupoffense PPP,putbacksoffense Poss,putbacksoffense PPP,Defense UnderRim OPPFGPCT,Defense <5ft OPPFGPCT,Defense 5-9ft OPPFGPCT,Defense 10-14ft OPPFGPCT,Defense 15-19ft OPPFGPCT,Defense 20-24ft OPPFGPCT,Defense 25-29ft OPPFGPCT,Defense 30-34ft OPPFGPCT,Defense 35-39ft OPPFGPCT,Defense 40+ft OPPFGPCT,Defense STLpercent,Defense BLKpercent,Defense WinShares
373,Edmond Sumner,1628410.0,1610612754.0,IND,31.0,14.4,76.0,196.0,Guard,14.0,3.0,7.3,5.3,50.2,16.3,101.26,5.5,0.0,27.9,26.7,9.3,19.8,62.8,59.3,100.0,68.6,20.0,38.4,16.7,68.0,50.0,50.0,62.1,14.299999999999999,40.0,35.3,37.5,38.1,0.0,36.0,1.3,1.08,0.7,2.85,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.00000000000003,5.1,1.4,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.2,61.4,43.6,39.5,32.800000000000004,37.6,38.6,22.2,33.300000000000004,0.0,19.0,18.0,5.1
374,Kyrie Irving,202681.0,1610612751.0,BKN,20.0,32.9,74.0,195.0,Guard,33.1,3.2,12.0,7.5,59.5,31.8,104.28,16.4,13.9,30.7,11.1,17.2,13.1,38.3,20.3,35.7,24.6,63.2,37.9,35.699999999999996,54.400000000000006,33.300000000000004,50.0,58.9,50.0,35.5,36.4,21.9,40.400000000000006,0.0,27.800000000000004,1.2,1.5,6.3,4.91,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,5.2,4.0,1.01,0.0,0.0,0.0,0.7,0.92,0.0,0.0,0.0,0.0,75.3,64.0,39.4,40.0,41.3,38.1,32.0,25.0,50.0,0.0,26.700000000000003,13.3,5.6000000000000005
375,Luguentz Dort,1629652.0,1610612760.0,OKC,36.0,22.8,75.0,215.0,Guard,3.8,2.7,4.3,3.6,51.1,13.1,98.92,2.1,0.0,39.1,9.6,15.7,15.7,45.2,57.7,100.0,73.2,41.099999999999994,33.1,28.4,60.6,50.9,50.0,59.8,29.9,35.0,40.0,34.4,31.4,0.0,36.9,3.1,0.79,0.5,1.83,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,8.3,1.3,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.60000000000001,64.8,43.1,44.4,40.5,35.699999999999996,35.8,14.299999999999999,0.0,0.0,21.099999999999998,4.9,7.1
376,Evan Turner,202323.0,1610612750.0,MIN,19.0,13.2,78.0,220.0,Guard-Forward,23.5,2.8,10.7,6.7,42.4,15.4,107.37,6.2,25.8,0.0,19.4,19.4,25.8,54.8,40.0,0.0,40.0,50.0,100.0,0.0,75.9,0.0,60.0,75.6,36.4,50.0,0.0,0.0,0.0,0.0,0.0,1.3,0.58,1.9,4.23,3.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,3.3000000000000003,0.7,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.800000000000004,56.99999999999999,38.3,42.1,33.1,41.099999999999994,37.4,23.1,0.0,0.0,17.0,25.8,6.1
377,Jordan McLaughlin,1629162.0,1610612750.0,MIN,30.0,19.7,71.0,185.0,Guard,29.3,0.7,8.8,4.3,54.5,14.1,106.17,10.7,3.1,40.2,20.5,7.9,15.0,48.8,30.3,70.6,44.0,0.0,42.9,25.0,33.300000000000004,0.0,100.0,42.9,33.300000000000004,33.300000000000004,0.0,50.0,46.2,0.0,16.7,2.1,1.1,3.4,4.34,4.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,6.0,1.1,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.50000000000001,61.4,66.7,50.0,33.300000000000004,50.0,40.5,0.0,0.0,0.0,28.299999999999997,6.7,4.6
378,Naz Reid,1629675.0,1610612750.0,MIN,30.0,16.5,81.0,264.0,Center-Forward,10.4,5.4,16.2,10.5,53.3,26.1,105.19,9.4,0.0,47.1,5.7,11.4,15.7,41.4,62.1,90.9,74.5,0.0,33.6,45.5,58.699999999999996,11.1,37.0,64.60000000000001,17.9,32.0,14.299999999999999,28.599999999999998,37.0,0.0,21.4,1.7,1.12,0.7,1.67,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,5.0,0.6,0.91,0.0,0.0,0.0,0.0,0.0,0.6,0.64,0.0,0.0,51.4,57.49999999999999,35.5,43.0,45.5,38.6,31.900000000000002,22.2,0.0,0.0,23.200000000000003,44.0,5.5
379,Robert Williams III,1629057.0,1610612738.0,BOS,29.0,13.4,80.0,237.0,Center-Forward,10.8,8.5,22.5,15.6,67.1,11.2,101.96,12.0,5.4,0.0,5.4,10.8,13.5,83.8,75.8,0.0,75.8,44.4,40.0,42.4,59.099999999999994,0.0,61.5,65.2,35.6,47.699999999999996,40.0,46.2,34.9,0.0,42.4,0.0,0.0,0.4,1.21,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869.9999999999999,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.08,63.9,60.8,38.5,40.8,38.6,37.8,36.6,57.099999999999994,33.300000000000004,0.0,26.200000000000003,63.6,4.0
380,Al-Farouq Aminu,202329.0,1610612753.0,ORL,18.0,21.1,80.0,220.0,Forward,8.8,5.3,15.8,10.2,39.5,12.7,100.15,6.3,5.1,34.6,10.3,24.4,15.4,35.9,43.8,88.9,60.0,49.6,11.1,32.800000000000004,67.4,50.9,56.10000000000001,67.80000000000001,40.0,13.8,0.0,0.0,0.0,0.0,0.0,2.4,0.49,1.2,1.91,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459.99999999999994,6.2,1.2,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.79,51.4,59.9,44.5,35.3,36.3,35.0,33.1,21.7,0.0,0.0,26.5,14.799999999999999,11.700000000000001
381,Blake Griffin,201933.0,1610612765.0,DET,18.0,28.5,81.0,250.0,Forward,18.4,3.2,12.8,7.9,47.6,27.7,98.24,8.4,2.2,29.0,8.6,27.2,14.3,41.6,39.3,59.3,45.5,62.1,30.5,33.300000000000004,70.8,78.60000000000001,52.900000000000006,72.8,28.599999999999998,28.599999999999998,80.0,12.5,29.9,0.0,38.5,3.3,0.75,2.8,2.74,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,4.5,2.0,1.25,0.0,0.0,0.0,0.0,0.0,3.1,0.91,0.7,0.62,62.7,64.1,48.3,51.300000000000004,49.2,39.6,38.2,45.5,0.0,0.0,10.8,14.899999999999999,5.800000000000001
382,Caleb Swanigan,1628403.0,1610612757.0,POR,27.0,10.7,81.0,260.0,Forward,10.3,10.6,23.7,17.2,49.5,13.2,104.63,3.7,5.0,0.0,15.0,10.0,10.0,85.0,88.9,0.0,88.9,0.0,0.0,0.0,42.9,50.0,33.300000000000004,37.5,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.76,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.4,72.7,66.7,33.300000000000004,33.300000000000004,20.0,50.0,53.300000000000004,0.0,0.0,0.0,6.7,31.8,1.4000000000000001
383,JaKarr Sampson,203960.0,1610612754.0,IND,34.0,13.8,79.0,214.0,Forward,2.0,4.8,13.4,9.2,59.9,12.1,99.22,6.0,10.5,7.9,13.2,5.3,18.4,76.3,84.8,100.0,85.7,62.5,30.0,60.0,50.0,0.0,0.0,62.5,60.0,66.7,60.0,50.0,20.0,0.0,56.3,1.0,0.67,0.4,1.67,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,8.799999999999999,0.7,0.85,0.0,0.0,0.0,0.8,0.71,0.0,0.0,0.0,0.0,70.0,65.8,31.8,26.3,23.799999999999997,32.6,33.300000000000004,66.7,0.0,0.0,20.0,30.0,6.4
384,Romeo Langford,1629641.0,1610612738.0,BOS,32.0,11.6,76.0,216.0,Guard-Forward,2.1,3.0,6.2,4.6,58.6,11.8,99.85,5.0,3.7,22.2,5.6,22.2,14.8,51.9,46.7,100.0,57.9,61.0,37.0,40.9,64.2,47.8,49.2,64.9,51.9,39.6,27.800000000000004,40.0,34.599999999999994,0.0,34.2,0.9,0.77,0.3,2.19,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,4.7,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,58.599999999999994,38.800000000000004,43.2,37.8,34.4,35.099999999999994,26.700000000000003,33.300000000000004,0.0,14.299999999999999,17.4,5.800000000000001
385,Vincent Poirier,1629738.0,1610612738.0,BOS,22.0,5.9,84.0,235.0,Center-Forward,9.2,8.1,18.6,13.8,52.9,14.6,107.96,7.1,17.1,8.6,11.4,17.1,25.7,57.1,84.6,100.0,85.7,34.5,20.8,50.0,75.8,50.0,71.39999999999999,63.800000000000004,35.3,16.7,25.0,7.7,29.4,0.0,16.0,0.0,0.0,0.2,1.62,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.00000000000001,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.49999999999999,55.00000000000001,39.2,42.1,38.5,43.2,37.2,40.0,0.0,0.0,11.1,45.0,2.4
386,Wenyen Gabriel,1629117.0,1610612757.0,POR,30.0,7.8,81.0,205.0,Forward,5.1,4.9,11.9,7.8,45.5,14.1,107.8,2.7,6.1,18.2,0.0,21.2,18.2,54.5,60.0,100.0,66.7,66.7,16.7,44.4,0.0,0.0,0.0,100.0,75.0,0.0,0.0,50.0,11.1,0.0,50.0,0.0,0.0,0.2,1.68,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,43.8,14.299999999999999,66.7,60.0,15.4,26.1,0.0,0.0,0.0,26.8,33.300000000000004,1.7000000000000002
387,Brandon Knight,202688.0,1610612765.0,DET,25.0,18.5,74.0,182.0,Guard,17.6,1.1,6.9,3.9,42.8,19.5,100.79,2.6,4.9,73.2,0.0,4.9,7.3,17.1,11.1,60.0,44.8,36.8,33.7,16.7,47.0,33.300000000000004,52.800000000000004,59.199999999999996,22.2,0.0,55.60000000000001,33.300000000000004,30.5,0.0,46.7,1.8,0.72,1.7,4.09,4.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.10000000000001,65.4,44.3,38.5,48.199999999999996,34.4,32.2,25.0,0.0,0.0,15.2,11.1,1.3
388,J.J. Barea,200826.0,1610612742.0,DAL,29.0,15.5,70.0,180.0,Guard,35.4,3.1,10.5,6.7,57.0,26.0,98.39,13.0,10.5,45.1,6.5,9.2,16.3,35.3,8.6,39.1,20.7,49.6,42.199999999999996,41.099999999999994,57.49999999999999,58.8,76.9,59.3,50.5,35.9,52.0,56.49999999999999,39.7,0.0,54.2,1.1,1.33,3.2,5.0,5.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,8.0,0.8,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.3,65.2,41.5,45.5,39.6,35.4,36.199999999999996,28.599999999999998,0.0,0.0,8.5,5.0,4.2
389,Oshae Brissett,1629052.0,1610612761.0,TOR,19.0,7.1,79.0,210.0,Forward-Guard,5.6,6.5,9.5,8.0,44.0,14.4,100.22,2.7,0.0,27.3,24.2,18.2,27.3,54.5,55.6,100.0,66.7,54.50000000000001,30.599999999999998,21.099999999999998,75.9,0.0,45.9,84.5,42.6,32.300000000000004,100.0,0.0,0.0,0.0,50.0,0.0,0.0,0.3,1.7,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.99999999999997,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.900000000000006,59.199999999999996,35.6,42.4,41.099999999999994,36.4,32.7,28.599999999999998,0.0,0.0,19.0,5.8999999999999995,4.7
390,Ryan Broekhoff,1629151.0,1610612755.0,PHI,17.0,10.6,78.0,215.0,Guard-Forward,8.3,2.5,20.2,11.2,56.8,15.5,103.4,8.4,0.0,84.5,16.9,9.9,18.3,5.6,50.0,95.0,90.9,50.0,25.0,0.0,72.7,100.0,45.5,72.39999999999999,40.0,50.0,0.0,0.0,33.300000000000004,0.0,0.0,1.6,1.11,0.3,1.4,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,8.200000000000001,0.6,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.199999999999996,58.4,27.3,40.0,44.4,36.1,35.699999999999996,0.0,0.0,0.0,21.7,19.0,1.7000000000000002
391,Ante Zizic,1627790.0,1610612739.0,CLE,22.0,10.0,82.0,266.0,Center,2.6,8.8,25.9,17.4,62.1,15.4,102.95,12.0,5.8,0.0,2.9,18.8,11.6,75.4,71.4,0.0,71.4,38.800000000000004,40.400000000000006,26.200000000000003,50.0,0.0,100.0,46.2,30.599999999999998,26.3,41.699999999999996,35.699999999999996,34.599999999999994,0.0,38.5,0.0,0.0,0.4,1.61,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.99999999999994,11.799999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.1,0.0,0.0,69.69999999999999,58.199999999999996,50.0,43.1,42.4,40.9,35.6,33.300000000000004,0.0,0.0,23.3,41.699999999999996,1.7999999999999998
392,Garrison Mathews,1629726.0,1610612764.0,WAS,18.0,12.6,77.0,215.0,Guard,6.8,2.9,7.6,5.3,72.6,13.7,103.84,8.8,6.5,58.1,10.8,31.2,20.4,4.3,60.0,94.4,87.0,83.3,35.099999999999994,20.0,50.0,0.0,0.0,61.1,100.0,8.3,37.5,27.3,26.700000000000003,0.0,31.6,1.9,1.23,0.2,1.38,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,12.2,0.6,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.099999999999994,60.0,33.800000000000004,40.0,43.4,39.1,40.8,0.0,0.0,14.299999999999999,19.0,6.3,5.3
393,Norvel Pelle,203658.0,1610612755.0,PHI,24.0,9.7,82.0,231.0,Center,6.1,8.2,22.7,15.6,58.3,12.1,99.46,7.2,0.0,0.0,10.0,15.0,10.0,85.0,64.7,0.0,64.7,55.2,35.3,45.7,60.0,42.1,61.1,70.39999999999999,45.9,46.2,23.1,36.0,35.3,0.0,29.4,0.0,0.0,0.3,1.42,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,6.800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.09,62.0,60.0,37.1,41.699999999999996,43.8,42.8,34.1,25.0,0.0,0.0,8.6,70.5,0.5
394,Cristiano Felicio,1626245.0,1610612741.0,CHI,22.0,17.5,83.0,270.0,Forward-Center,5.0,14.7,14.1,14.4,66.1,9.3,99.66,6.5,0.0,0.0,0.0,22.6,9.7,77.4,50.0,0.0,50.0,33.300000000000004,28.599999999999998,0.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,50.0,20.0,0.0,50.0,0.0,0.0,0.7,1.82,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,9.1,0.0,0.0,0.0,0.0,0.0,0.7,1.18,0.0,0.0,1.5,1.14,100.0,53.6,27.3,28.599999999999998,25.0,42.9,33.300000000000004,0.0,0.0,0.0,12.7,8.3,0.0
395,DeMarre Carroll,201960.0,1610612745.0,HOU,24.0,12.1,78.0,215.0,Forward,10.1,5.3,16.8,11.2,43.7,15.0,103.31,3.1,6.1,27.3,15.2,36.4,27.3,30.3,83.3,100.0,88.9,56.3,41.0,38.2,71.7,53.5,58.099999999999994,69.3,60.099999999999994,45.6,66.7,40.0,30.7,0.0,54.50000000000001,1.5,0.79,0.5,2.47,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1730.0,10.7,1.2,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.5,63.800000000000004,36.6,42.5,36.1,36.3,35.099999999999994,33.300000000000004,66.7,0.0,15.7,16.7,4.8
396,Kevon Looney,1626172.0,1610612744.0,GSW,20.0,13.1,81.0,222.0,Forward,10.0,11.6,15.0,13.1,39.1,14.2,101.64,4.5,4.7,7.0,0.0,14.0,16.3,74.4,52.9,100.0,55.6,53.7,39.4,38.800000000000004,59.199999999999996,48.3,51.7,64.4,48.0,41.699999999999996,60.0,66.7,32.7,0.0,63.6,1.1,0.44,0.5,1.68,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,940.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.88,61.3,63.0,39.900000000000006,46.1,48.6,40.0,36.7,15.8,0.0,0.0,21.4,25.0,3.1
397,PJ Dozier,0.0,0.0,0,0.0,0.0,0.0,0.0,0,16.0,2.1,10.6,6.3,46.7,18.0,104.09,5.8,22.0,25.6,11.0,8.5,8.5,43.9,51.9,57.1,52.9,81.3,20.0,0.0,65.60000000000001,50.0,55.60000000000001,70.89999999999999,45.0,50.0,0.0,100.0,16.7,0.0,33.300000000000004,1.2,0.67,1.7,3.92,3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,5.2,0.9,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.5,59.699999999999996,40.699999999999996,35.0,37.3,44.2,30.2,50.0,0.0,20.0,0.0,0.0,0.0
398,Chris Chiozza,1629185.0,1610612751.0,BKN,28.0,14.3,71.0,175.0,Guard,32.1,0.0,12.4,6.0,39.5,15.0,104.9,9.3,0.0,70.6,29.4,0.0,23.5,29.4,40.0,87.5,69.2,54.2,43.6,32.300000000000004,80.0,0.0,54.50000000000001,65.2,41.9,39.5,44.800000000000004,39.4,39.300000000000004,0.0,42.9,1.1,1.46,1.8,4.29,3.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,11.0,1.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.5,57.8,37.4,38.3,39.2,36.3,32.4,16.7,20.0,0.0,28.799999999999997,9.1,8.799999999999999
399,Courtney Lee,201584.0,1610612742.0,DAL,24.0,14.4,77.0,215.0,Guard,4.5,1.5,5.2,3.3,73.1,13.0,100.13,6.2,10.5,68.4,8.8,0.0,14.0,21.1,55.6,84.6,72.7,0.0,0.0,0.0,56.8,100.0,33.300000000000004,56.10000000000001,33.300000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.47,0.4,2.48,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,3.3000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.2,54.50000000000001,34.9,43.8,50.0,37.1,44.1,100.0,0.0,0.0,33.300000000000004,15.4,3.8
400,Jake Layman,1627774.0,1610612750.0,MIN,23.0,22.0,80.0,209.0,Forward,4.3,2.9,7.3,5.0,53.9,15.9,109.49,6.1,10.9,38.8,17.7,4.1,14.3,46.3,81.0,94.7,85.2,48.5,37.9,38.5,71.3,36.8,72.0,63.3,29.7,33.300000000000004,38.7,41.699999999999996,37.7,0.0,40.2,2.9,1.15,1.0,2.1,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,8.200000000000001,2.6,0.86,0.0,0.0,0.0,0.9,1.08,0.0,0.0,0.0,0.0,62.5,59.599999999999994,39.6,45.5,41.3,36.7,32.300000000000004,30.0,33.300000000000004,0.0,16.3,20.0,9.700000000000001
401,Nicolas Claxton,0.0,0.0,0,0.0,0.0,0.0,0.0,0,14.3,9.1,10.8,10.0,57.0,14.1,104.8,8.9,3.2,4.8,12.9,14.5,14.5,77.4,68.0,100.0,69.2,54.800000000000004,40.1,37.5,46.400000000000006,40.400000000000006,33.300000000000004,54.2,36.4,35.699999999999996,57.099999999999994,50.0,35.6,0.0,55.00000000000001,0.7,0.4,0.5,1.72,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.9,60.4,39.7,43.5,39.300000000000004,45.1,35.099999999999994,30.0,66.7,0.0,0.0,0.0,0.0
402,Reggie Jackson,202704.0,1610612746.0,LAC,31.0,24.0,74.0,208.0,Guard,31.0,2.8,7.9,5.3,49.2,26.6,96.85,10.6,6.7,44.5,3.8,12.4,8.1,36.4,11.1,54.8,28.9,0.0,20.0,0.0,75.0,0.0,100.0,62.5,0.0,0.0,25.0,20.0,16.7,0.0,22.2,2.9,0.7,5.9,5.27,4.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,7.7,2.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.19999999999999,56.00000000000001,35.3,42.9,35.0,28.299999999999997,24.5,33.300000000000004,100.0,0.0,14.799999999999999,8.200000000000001,8.799999999999999
403,Tyrone Wallace,1627820.0,1610612737.0,ATL,14.0,11.5,77.0,198.0,Guard,12.3,1.6,12.3,6.5,38.9,15.4,104.3,3.2,0.0,7.5,20.0,27.5,22.5,65.0,61.5,0.0,57.1,52.5,39.6,44.4,36.4,0.0,0.0,42.3,63.3,36.4,42.9,42.9,38.3,0.0,42.9,1.4,0.2,1.0,3.55,3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459.99999999999994,11.799999999999999,0.9,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5,60.5,44.7,38.7,48.0,42.199999999999996,31.2,20.0,0.0,0.0,22.6,6.3,5.7
404,Iman Shumpert,202697.0,1610612751.0,BKN,13.0,18.5,77.0,212.0,Guard,7.8,3.5,9.2,6.4,40.3,13.4,99.83,3.9,14.8,44.4,20.4,7.4,29.6,33.3,76.9,87.5,81.0,28.799999999999997,27.3,40.300000000000004,75.0,0.0,66.7,63.9,25.7,43.2,0.0,20.0,41.0,0.0,14.299999999999999,2.2,0.35,0.9,2.48,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,13.5,0.9,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.099999999999994,61.4,28.4,38.9,43.2,47.5,43.1,25.0,0.0,0.0,37.5,8.7,6.800000000000001
405,Jaylen Hoard,1629658.0,1610612757.0,POR,13.0,7.9,80.0,216.0,Forward,5.4,11.1,15.8,13.3,50.4,15.3,103.22,8.8,0.0,0.0,28.9,21.1,36.8,78.9,46.7,0.0,46.7,43.8,37.3,34.8,67.9,0.0,61.5,60.3,50.0,47.599999999999994,41.3,35.4,25.8,0.0,38.1,0.0,0.0,0.4,2.12,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,63.0,37.2,37.5,41.3,37.4,35.4,31.8,0.0,0.0,27.800000000000004,0.0,2.3
406,Marvin Bagley III,1628963.0,1610612758.0,SAC,13.0,25.7,83.0,235.0,Forward,5.0,8.2,20.1,14.0,51.2,24.8,101.48,9.7,9.7,6.5,11.9,13.5,16.2,70.3,63.5,100.0,65.4,40.400000000000006,37.9,33.300000000000004,64.2,50.6,61.0,60.5,35.3,29.4,55.300000000000004,42.3,32.5,0.0,50.0,1.8,0.63,1.3,1.84,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,7.199999999999999,1.9,1.24,0.0,0.0,0.0,0.0,0.0,2.1,0.59,1.8,1.29,64.60000000000001,63.7,37.8,40.1,41.6,36.0,34.5,11.1,0.0,0.0,17.1,48.0,3.2
407,Alen Smailagic,1629346.0,1610612744.0,GSW,14.0,9.9,82.0,215.0,Forward,11.4,7.3,12.0,9.9,63.8,18.7,104.76,10.1,3.6,16.1,8.9,26.8,7.1,53.6,56.3,100.0,63.2,44.2,38.6,32.5,65.10000000000001,44.2,68.89999999999999,64.2,37.8,31.4,33.300000000000004,41.5,35.5,0.0,37.2,1.0,1.36,0.5,2.24,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,930.0000000000001,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.49999999999999,58.9,37.9,42.5,38.2,36.0,31.7,24.0,33.300000000000004,0.0,15.8,28.599999999999998,2.9000000000000004
408,Mfiondu Kabengele,1629662.0,1610612746.0,LAC,12.0,5.4,81.0,250.0,Forward-Center,5.0,1.7,15.9,8.9,61.4,24.2,101.34,11.2,0.0,64.3,19.0,11.9,14.3,23.8,80.0,77.8,78.6,50.0,32.7,25.0,67.2,50.0,62.5,69.1,33.300000000000004,10.0,20.0,33.300000000000004,33.6,0.0,30.0,0.0,0.0,0.2,1.69,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.10000000000001,56.8,37.4,41.699999999999996,40.9,40.400000000000006,33.4,33.300000000000004,0.0,0.0,15.4,66.7,2.4
